code,description_1,description_2,description_3,description_4,description_5
78862,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms involving urinary system,Other abnormality of urination,Slowing of urinary stream
78863,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms involving urinary system,Other abnormality of urination,Urgency of urination
78864,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms involving urinary system,Other abnormality of urination,Urinary hesitancy
78865,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms involving urinary system,Other abnormality of urination,Straining on urination
78869,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms involving urinary system,Other abnormality of urination,Other abnormality of urination
7887,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms involving urinary system,Urethral discharge,
7888,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms involving urinary system,Extravasation of urine,
7889,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms involving urinary system,Other symptoms involving urinary system,
78891,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms involving urinary system,Other symptoms involving urinary system,Functional urinary incontinence
78899,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Symptoms involving urinary system,Other symptoms involving urinary system,Other symptoms involving urinary system
789,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,,
7890,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal pain,
78900,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal pain,"Abdominal pain, unspecified site"
78901,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal pain,"Abdominal pain, right upper quadrant"
78902,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal pain,"Abdominal pain, left upper quadrant"
78903,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal pain,"Abdominal pain, right lower quadrant"
78904,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal pain,"Abdominal pain, left lower quadrant"
78905,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal pain,"Abdominal pain, periumbilic"
78906,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal pain,"Abdominal pain, epigastric"
78907,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal pain,"Abdominal pain, generalized"
78909,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal pain,"Abdominal pain, other specified site"
7891,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Hepatomegaly,
7892,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Splenomegaly,
7893,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal or pelvic swelling mass or lump,
78930,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal or pelvic swelling mass or lump,"Abdominal or pelvic swelling, mass, or lump, unspecified site"
78931,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal or pelvic swelling mass or lump,"Abdominal or pelvic swelling, mass, or lump, right upper quadrant"
78932,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal or pelvic swelling mass or lump,"Abdominal or pelvic swelling, mass, or lump, left upper quadrant"
78933,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal or pelvic swelling mass or lump,"Abdominal or pelvic swelling, mass, or lump, right lower quadrant"
78934,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal or pelvic swelling mass or lump,"Abdominal or pelvic swelling, mass, or lump, left lower quadrant"
78935,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal or pelvic swelling mass or lump,"Abdominal or pelvic swelling, mass, or lump, periumbilic"
78936,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal or pelvic swelling mass or lump,"Abdominal or pelvic swelling, mass, or lump, epigastric"
78937,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal or pelvic swelling mass or lump,"Abdominal or pelvic swelling, mass, or lump, generalized"
78939,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal or pelvic swelling mass or lump,"Abdominal or pelvic swelling, mass, or lump, other specified site"
7894,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal rigidity,
78940,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal rigidity,"Abdominal rigidity, unspecified site"
78941,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal rigidity,"Abdominal rigidity, right upper quadrant"
78942,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal rigidity,"Abdominal rigidity, left upper quadrant"
78943,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal rigidity,"Abdominal rigidity, right lower quadrant"
78944,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal rigidity,"Abdominal rigidity, left lower quadrant"
78945,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal rigidity,"Abdominal rigidity, periumbilic"
78946,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal rigidity,"Abdominal rigidity, epigastric"
78947,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal rigidity,"Abdominal rigidity, generalized"
78949,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal rigidity,"Abdominal rigidity, other specified site"
7895,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Ascites,
78951,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Ascites,Malignant ascites
78959,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Ascites,Other ascites
7896,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal tenderness,
78960,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal tenderness,"Abdominal tenderness, unspecified site"
78961,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal tenderness,"Abdominal tenderness, right upper quadrant"
78962,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal tenderness,"Abdominal tenderness, left upper quadrant"
78963,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal tenderness,"Abdominal tenderness, right lower quadrant"
78964,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal tenderness,"Abdominal tenderness, left lower quadrant"
78965,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal tenderness,"Abdominal tenderness, periumbilic"
78966,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal tenderness,"Abdominal tenderness, epigastric"
78967,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal tenderness,"Abdominal tenderness, generalized"
78969,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Abdominal tenderness,"Abdominal tenderness, other specified site"
7897,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Colic,
7899,"Symptoms, Signs, And Ill-Defined Conditions",Symptoms,Other symptoms involving abdomen and pelvis,Other symptoms involving abdomen and pelvis,
790,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,,
7900,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Abnormality of red blood cells,
79001,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Abnormality of red blood cells,Precipitous drop in hematocrit
79009,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Abnormality of red blood cells,Other abnormality of red blood cells
7901,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Elevated sedimentation rate,
7902,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Abnormal glucose,
79021,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Abnormal glucose,Impaired fasting glucose
79022,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Abnormal glucose,Impaired glucose tolerance test (oral)
79029,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Abnormal glucose,Other abnormal glucose
7903,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Excessive blood level of alcohol,
7904,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],
7905,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Other nonspecific abnormal serum enzyme levels,
7906,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Other abnormal blood chemistry,
7907,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Bacteremia,
7908,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,"Viremia, unspecified",
7909,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Other nonspecific findings on examination of blood,
79091,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Other nonspecific findings on examination of blood,Abnormal arterial blood gases
79092,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Other nonspecific findings on examination of blood,Abnormal coagulation profile
79093,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Other nonspecific findings on examination of blood,Elevated prostate specific antigen [PSA]
79094,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Other nonspecific findings on examination of blood,Euthyroid sick syndrome
79095,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Other nonspecific findings on examination of blood,Elevated C-reactive protein (CRP)
79099,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of blood,Other nonspecific findings on examination of blood,Other nonspecific findings on examination of blood
791,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of urine,,
7910,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of urine,Proteinuria,
7911,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of urine,Chyluria,
7912,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of urine,Hemoglobinuria,
7913,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of urine,Myoglobinuria,
7914,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of urine,Biliuria,
7915,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of urine,Glycosuria,
7916,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of urine,Acetonuria,
7917,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of urine,Other cells and casts in urine,
7919,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific findings on examination of urine,Other nonspecific findings on examination of urine,
792,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal findings in other body substances,,
7920,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal findings in other body substances,Nonspecific abnormal findings in cerebrospinal fluid,
7921,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal findings in other body substances,Nonspecific abnormal findings in stool contents,
7922,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal findings in other body substances,Nonspecific abnormal findings in semen,
7923,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal findings in other body substances,Nonspecific abnormal findings in amniotic fluid,
7924,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal findings in other body substances,Nonspecific abnormal findings in saliva,
7925,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal findings in other body substances,Cloudy (hemodialysis) (peritoneal) dialysis effluent,
7929,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal findings in other body substances,Other nonspecific abnormal findings in body substances,
793,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,,
7930,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific (abnormal) findings on radiological and other examination of skull and head,
7931,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific (abnormal) findings on radiological and other examination of lung field,
79311,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific (abnormal) findings on radiological and other examination of lung field,Solitary pulmonary nodule
79319,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific (abnormal) findings on radiological and other examination of lung field,Other nonspecific abnormal finding of lung field
7932,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific (abnormal) findings on radiological and other examination of other intrathoracic organs,
7933,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific (abnormal) findings on radiological and other examination of biliary tract,
7934,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific (abnormal) findings on radiological and other examination of gastrointestinal tract,
7935,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific (abnormal) findings on radiological and other examination of genitourinary organs,
7936,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,"Nonspecific (abnormal) findings on radiological and other examination of abdominal area, including retroperitoneum",
7937,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific (abnormal) findings on radiological and other examination of musculoskeletal system,
7938,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific (abnormal) findings on radiological and other examination of breast,
79380,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific (abnormal) findings on radiological and other examination of breast,"Abnormal mammogram, unspecified"
79381,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific (abnormal) findings on radiological and other examination of breast,Mammographic microcalcification
79382,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific (abnormal) findings on radiological and other examination of breast,Inconclusive mammogram
79389,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific (abnormal) findings on radiological and other examination of breast,Other (abnormal) findings on radiological examination of breast
7939,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific abnormal findings on radiological and other examination of other sites of body,
79391,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific abnormal findings on radiological and other examination of other sites of body,Image test inconclusive due to excess body fat
79399,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific (abnormal) findings on radiological and other examination of body structure,Nonspecific abnormal findings on radiological and other examination of other sites of body,Other nonspecific (abnormal) findings on radiological and other examinations of body structure
794,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,,
7940,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of brain and central nervous system,
79400,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of brain and central nervous system,"Abnormal function study of brain and central nervous system, unspecified"
79401,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of brain and central nervous system,Nonspecific abnormal echoencephalogram
79402,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of brain and central nervous system,Nonspecific abnormal electroencephalogram [EEG]
79409,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of brain and central nervous system,Other nonspecific abnormal results of function study of brain and central nervous system
7941,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of peripheral nervous system and special senses,
79410,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of peripheral nervous system and special senses,"Nonspecific abnormal response to nerve stimulation, unspecified"
79411,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of peripheral nervous system and special senses,Nonspecific abnormal retinal function studies
79412,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of peripheral nervous system and special senses,Nonspecific abnormal electro-oculogram [EOG]
79413,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of peripheral nervous system and special senses,Nonspecific abnormal visually evoked potential
79414,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of peripheral nervous system and special senses,Nonspecific abnormal oculomotor studies
79415,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of peripheral nervous system and special senses,Nonspecific abnormal auditory function studies
79416,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of peripheral nervous system and special senses,Nonspecific abnormal vestibular function studies
79417,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of peripheral nervous system and special senses,Nonspecific abnormal electromyogram [EMG]
79419,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of peripheral nervous system and special senses,Other nonspecific abnormal results of function study of peripheral nervous system and special senses
7942,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of pulmonary function study,
7943,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of cardiovascular system,
79430,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of cardiovascular system,"Abnormal cardiovascular function study, unspecified"
79431,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of cardiovascular system,Nonspecific abnormal electrocardiogram [ECG] [EKG]
79439,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of cardiovascular system,Other nonspecific abnormal results of function study of cardiovascular system
7944,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of kidney,
7945,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of thyroid,
7946,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of other endocrine function study,
7947,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of basal metabolism,
7948,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of function study of liver,
7949,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,Nonspecific abnormal results of function studies,Nonspecific abnormal results of other specified function study,
795,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",,
7950,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of cervix and cervical hpv,
79500,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of cervix and cervical hpv,Abnormal glandular Papanicolaou smear of cervix
79501,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of cervix and cervical hpv,Papanicolaou smear of cervix with atypical squamous cells of undetermined significance (ASC-US)
79502,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of cervix and cervical hpv,Papanicolaou smear of cervix with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H)
79503,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of cervix and cervical hpv,Papanicolaou smear of cervix with low grade squamous intraepithelial lesion (LGSIL)
79504,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of cervix and cervical hpv,Papanicolaou smear of cervix with high grade squamous intraepithelial lesion (HGSIL)
79505,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of cervix and cervical hpv,Cervical high risk human papillomavirus (HPV) DNA test positive
79506,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of cervix and cervical hpv,Papanicolaou smear of cervix with cytologic evidence of malignancy
79507,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of cervix and cervical hpv,Satisfactory cervical smear but lacking transformation zone
79508,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of cervix and cervical hpv,Unsatisfactory cervical cytology smear
79509,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of cervix and cervical hpv,Other abnormal Papanicolaou smear of cervix and cervical HPV
7951,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of vagina and vaginal hpv,
79510,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of vagina and vaginal hpv,Abnormal glandular Papanicolaou smear of vagina
79511,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of vagina and vaginal hpv,Papanicolaou smear of vagina with atypical squamous cells of undetermined significance (ASC-US)
79512,"Symptoms, Signs, And Ill-Defined Conditions",Nonspecific Abnormal Findings,"Other and nonspecific abnormal cytological, histological, immunological, and dna test findings",Abnormal papanicolaou smear of vagina and vaginal hpv,Papanicolaou smear of vagina with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H)
